row.names,#a,&a,0a,0b,0i,1L,1[,1a,1b,1c,1e,1f,1g,1m,1o,1t,1z,2[,2a,2h,2o,3a,3b,3d,4a,4b,4d,4g,4n,4p,4s,5d,5j,5q,5z,6d,6g,6j,6n,6p,7a,7d,7p,7r,8d,9a,2g,2u,2z,3g,5n,5r
2.74,0,0,0,0,0,0,9.14641E-032,2.84341E-024,0,4.9986E-036,9.21511E-030,0,2.22551E-036,2.70364E-039,0,0,6.5125E-038,0,9.09842E-037,0,0,0,7.32736E-029,1.09149E-022,0,0,0,0,0,0,0,0,2.7892E-034,0,0,0,0,0,0,0,4.06777E-034,7.55805E-036,9.06891E-033,8.90671E-037,0,0,0,0,1.3091E-037,0,5.7531E-038,2.28205E-038
2.75,0,0,0,0,0,0,1.71896E-031,4.8105E-024,0,9.74085E-036,1.69681E-029,0,4.37938E-036,5.49934E-039,0,0,1.3094E-037,0,1.79221E-036,0,0,0,1.34141E-028,1.85837E-022,0,0,0,0,0,0,0,0,5.42988E-034,0,0,0,0,0,0,0,7.86594E-034,1.49283E-035,1.73129E-032,1.76911E-036,0,0,0,0,2.62328E-037,0,1.1568E-037,4.6105E-038
2.76,0,0,0,0,0,0,3.22118E-031,8.11485E-024,0,1.8927E-035,3.1153E-029,0,8.59274E-036,1.11534E-038,0,0,2.62501E-037,0,3.52005E-036,0,0,0,2.44858E-028,3.1549E-022,0,0,0,0,0,0,0,0,1.054E-033,0,0,0,0,0,0,0,1.51665E-033,2.94E-035,3.29555E-032,3.50371E-036,0,0,0,0,5.24144E-037,0,2.31928E-037,9.28767E-038
2.77,0,0,0,0,0,0,6.01869E-031,1.36493E-023,0,3.66693E-035,5.70303E-029,0,1.68108E-035,2.2555E-038,0,0,5.24722E-037,0,6.89359E-036,0,0,0,4.45659E-028,5.34052E-022,0,0,0,0,0,0,0,0,2.04E-033,0,0,0,0,0,0,0,2.9158E-033,5.77328E-035,6.25504E-032,6.91892E-036,0,0,0,0,1.04422E-036,0,4.63644E-037,1.86553E-037
2.78,0,0,0,0,0,0,1.12131E-030,2.28916E-023,0,7.08373E-035,1.04099E-028,0,3.27929E-035,4.54794E-038,0,0,1.04583E-036,0,1.3461E-035,0,0,0,8.08776E-028,9.01412E-022,0,0,0,0,0,0,0,0,3.93696E-033,0,0,0,0,0,0,0,5.58944E-033,1.13041E-034,1.18379E-031,1.36234E-035,0,0,0,0,2.07431E-036,0,9.24169E-037,3.73624E-037
2.79,0,0,0,0,0,0,2.08299E-030,3.82809E-023,0,1.36445E-034,1.89463E-028,0,6.37842E-035,9.14372E-038,0,0,2.07842E-036,0,2.62089E-035,1.81301E-039,0,0,1.46349E-027,1.51708E-021,0,0,0,0,0,0,0,0,7.57586E-033,0,0,0,0,0,0,0,1.06836E-032,2.20693E-034,2.23391E-031,2.67466E-035,0,0,0,0,4.10856E-036,0,1.83677E-036,7.4611E-037
2.8,0,0,0,0,0,0,3.85819E-030,6.38304E-023,0,2.62053E-034,3.43827E-028,0,1.23704E-034,1.83302E-037,0,0,4.11851E-036,0,5.0881E-035,3.69266E-039,0,0,2.64051E-027,2.54586E-021,0,0,0,0,0,0,0,0,1.45359E-032,0,0,0,0,0,0,0,2.03614E-032,4.29613E-034,4.20338E-031,5.23587E-035,1.77946E-039,0,0,0,8.11415E-036,0,3.63996E-036,1.48562E-036
2.81,0,0,0,0,0,0,7.12553E-030,1.06123E-022,2.33547E-040,5.0183E-034,6.22145E-028,0,2.39213E-034,3.66395E-037,0,0,8.13736E-036,0,9.84914E-035,7.49919E-039,0,0,4.75032E-027,4.25995E-021,0,0,0,0,0,0,0,0,2.78096E-032,0,0,0,0,0,0,0,3.86933E-032,8.33883E-034,7.88635E-031,1.02201E-034,3.62358E-039,0,0,0,1.59784E-035,0,7.19239E-036,2.94951E-036
2.82,0,0,0,0,0,0,1.31216E-029,1.75927E-022,7.02077E-040,9.58211E-034,1.12248E-027,0,4.61237E-034,7.30243E-037,0,0,1.60311E-035,0,1.90098E-034,1.51854E-038,0,0,8.52109E-027,7.10754E-021,0,0,0,0,0,0,0,0,5.30501E-032,0,0,0,0,0,0,0,7.33168E-032,1.61388E-033,1.47536E-030,1.98907E-034,7.3574E-039,0,0,0,3.13732E-035,0,1.41706E-035,5.83887E-036
2.83,0,0,0,0,0,0,2.40932E-029,2.908E-022,1.42763E-039,1.82433E-033,2.01932E-027,0,8.86749E-034,1.45118E-036,0,0,3.14906E-035,0,3.65843E-034,3.06603E-038,0,0,1.52406E-026,1.18243E-020,0,0,0,0,0,0,0,0,1.00906E-031,0,0,0,0,0,0,0,1.38519E-031,3.11439E-033,2.75209E-030,3.85994E-034,1.48952E-038,0,0,0,6.14217E-035,0,2.7838E-035,1.15251E-035
